Trigram,Frequency
"('hes', 'believing', 'hes')",1
"('came', 'hes', 'believing')",1
"('juice', 'came', 'hes')",1
"('beef', 'juice', 'came')",1
"('made', 'beef', 'juice')",1
"('supplements', 'made', 'beef')",1
"('giving', 'supplements', 'made')",1
"('home', 'giving', 'supplements')",1
"('know', 'home', 'giving')",1
"('able', 'know', 'home')",1
"('low', 'able', 'know')",1
"('something', 'isnt', 'right')",1
"('sleep', 'knew', 'something')",1
"('nebulizers', 'okay', 'breathing')",1
"('feel', 'good', 'feel')",1
"('feel', 'good', 'let')",1
"('telling', 'let', 'see')",1
"('hes', 'telling', 'let')",1
"('speak', 'hes', 'telling')",1
"('able', 'speak', 'hes')",1
"('yeah', 'hes', 'able')",1
"('pardon', 'yeah', 'yeah')",1
"('susana', 'pardon', 'yeah')",1
"('speak', 'susana', 'pardon')",1
"('able', 'speak', 'susana')",1
"('youre', 'able', 'speak')",1
"('alright', 'youre', 'able')",1
"('treatment', 'yeah', 'alright')",1
"('breathing', 'treatment', 'yeah')",1
"('okay', 'breathing', 'treatment')",1
"('good', 'let', 'see')",1
"('good', 'feel', 'cant')",1
"('back', 'sleep', 'knew')",1
"('feel', 'cant', 'sit')",1
"('way', 'back', 'sleep')",1
"('go', 'way', 'back')",1
"('would', 'go', 'way')",1
"('talk', 'would', 'go')",1
"('wake', 'talk', 'would')",1
"('tried', 'wake', 'talk')",1
"('sleeping', 'tried', 'wake')",1
"('day', 'sleeping', 'tried')",1
"('yesterday', 'day', 'sleeping')",1
"('right', 'yesterday', 'day')",1
"('heating', 'right', 'yesterday')",1
"('hes', 'heating', 'right')",1
"('well', 'hes', 'heating')",1
"('breathe', 'well', 'hes')",1
"('cant', 'sit', 'able')",1
"('said', 'mark', 'rest')",1
"('like', 'said', 'mark')",1
"('unlocked', 'okay', 'like')",1
"('upstairs', 'laying', 'went')",1
"('guys', 'hes', 'upstairs')",1
"('right', 'guys', 'hes')",1
"('see', 'right', 'guys')",1
"('james', 'see', 'right')",1
"('yeah', 'james', 'see')",1
"('james', 'yeah', 'james')",1
"('take', 'whats', 'going')",1
"('need', 'take', 'whats')",1
"('go', 'need', 'take')",1
"('check', 'go', 'need')",1
"('squad', 'check', 'go')",1
"('send', 'squad', 'check')",1
"('could', 'send', 'squad')",1
"('maybe', 'could', 'send')",1
"('know', 'maybe', 'could')",1
"('hes', 'upstairs', 'laying')",1
"('laying', 'went', 'hes')",1
"('really', 'weak', 'didnt')",1
"('went', 'hes', 'laying')",1
"('correct', 'okay', 'james')",1
"('62', 'yes', 'correct')",1
"('hold', '62', 'yes')",1
"('61', 'hold', '62')",1
"('61', '61', 'hold')",1
"('dan', '61', '61')",1
"('old', 'dan', '61')",1
"('dan', 'yeah', 'hes')",1
"('old', 'dan', 'yeah')",1
"('thank', 'yeah', 'hes')",1
"('called', 'thank', 'yeah')",1
"('alert', 'called', 'thank')",1
"('awake', 'alert', 'called')",1
"('bed', 'okay', 'awake')",1
"('laying', 'bed', 'okay')",1
"('weak', 'didnt', 'know')",1
"('bad', 'hes', 'really')",1
"('james', 'partner', 'going')",1
"('74069339510', 'okay', 'whats')",1
"('number', 'called', '74069339510')",1
"('james', 'whats', 'phone')",1
"('clegg', 'james', 'whats')",1
"('james', 'clegg', 'james')",1
"('name', 'james', 'clegg')",1
"('whats', 'name', 'james')",1
"('name', 'okay', 'whats')",1
"('apartment', 'okay', 'whats')",1
"('town', 'apartment', 'okay')",1
"('london', 'town', 'apartment')",1
"('apartment', 'london', 'town')",1
"('street', 'apartment', 'london')",1
"('317', 'chelsea', 'street')",1
"('emergency', '317', 'chelsea')",1
"('address', 'emergency', '317')",1
"('called', '74069339510', 'okay')",1
"('james', 'yeah', 'trying')",1
"('real', 'bad', 'hes')",1
"('trying', 'get', 'emergency')",1
"('puking', 'blood', 'real')",1
"('blood', 'puking', 'blood')",1
"('puking', 'blood', 'puking')",1
"('hes', 'puking', 'blood')",1
"('blood', 'hes', 'puking')",1
"('puking', 'blood', 'hes')",1
"('started', 'puking', 'blood')",1
"('everything', 'started', 'puking')",1
"('issues', 'everything', 'started')",1
"('heart', 'issues', 'everything')",1
"('dad', 'heart', 'issues')",1
"('well', 'dad', 'heart')",1
"('need', 'well', 'dad')",1
"('emergency', 'need', 'well')",1
"('get', 'emergency', 'need')",1
"('okay', 'james', 'partner')",1
"('start', 'medics', 'guys')",1
"('yes', 'unlocked', 'okay')",1
"('bathroom', 'one', 'bad')",1
"('okay', 'hes', 'bathroom')",1
"('drained', 'okay', 'hes')",1
"('really', 'drained', 'okay')",1
"('feels', 'really', 'drained')",1
"('right', 'feels', 'really')",1
"('blood', 'right', 'feels')",1
"('peaking', 'blood', 'right')",1
"('hes', 'peaking', 'blood')",1
"('hes', 'hes', 'peaking')",1
"('headaches', 'hes', 'hes')",1
"('hes', 'headaches', 'hes')",1
"('breathing', 'hes', 'headaches')",1
"('temperature', 'problems', 'breathing')",1
"('temperature', 'temperature', 'problems')",1
"('got', 'temperature', 'temperature')",1
"('hes', 'bathroom', 'one')",1
"('one', 'bad', 'dont')",1
"('guys', 'aint', 'got')",1
"('dont', 'know', 'ill')",1
"('yes', 'yes', 'unlocked')",1
"('james', 'yes', 'yes')",1
"('form', 'james', 'yes')",1
"('dornlok', 'form', 'james')",1
"('friend', 'dornlok', 'form')",1
"('um', 'friend', 'dornlok')",1
"('guys', 'um', 'friend')",1
"('route', 'guys', 'um')",1
"('marking', 'route', 'guys')",1
"('medics', 'marking', 'route')",1
"('james', 'medics', 'marking')",1
"('well', 'james', 'medics')",1
"('okay', 'well', 'james')",1
"('ill', 'tell', 'okay')",1
"('know', 'ill', 'tell')",1
"('aint', 'got', 'temperature')",1
"('like', 'guys', 'aint')",1
"('medics', 'guys', 'covid')",1
"('heart', 'hes', 'like')",1
"('two', 'stents', 'heart')",1
"('like', 'two', 'stents')",1
"('got', 'like', 'two')",1
"('concerns', 'hes', 'got')",1
"('main', 'concerns', 'hes')",1
"('got', 'main', 'concerns')",1
"('hes', 'got', 'main')",1
"('fever', 'know', 'hes')",1
"('coughing', 'fever', 'know')",1
"('nobodys', 'coughing', 'fever')",1
"('covid', 'nobodys', 'coughing')",1
"('nobodys', 'covid', 'nobodys')",1
"('james', 'nobodys', 'covid')",1
"('household', 'james', 'nobodys')",1
"('symptoms', 'household', 'james')",1
"('stents', 'heart', 'hes')",1
"('hes', 'like', 'heart')",1
"('nothing', 'like', 'guys')",1
"('like', 'heart', 'problems')",1
"('temperature', 'nothing', 'like')",1
"('breathing', 'temperature', 'nothing')",1
"('trouble', 'breathing', 'temperature')",1
"('wasnt', 'trouble', 'breathing')",1
"('mean', 'wasnt', 'trouble')",1
"('yeah', 'mean', 'wasnt')",1
"('stents', 'yeah', 'mean')",1
"('two', 'stents', 'yeah')",1
"('needs', 'two', 'stents')",1
"('think', 'needs', 'two')",1
"('causing', 'think', 'needs')",1
"('whats', 'causing', 'think')",1
"('stuff', 'said', 'dont')",1
"('problems', 'stuff', 'said')",1
"('heart', 'problems', 'stuff')",1
"('know', 'know', 'dharmotard')",1
"('dharmotard', 'doesnt', 'power')",1
"('daily', 'medications', 'anything')",1
"('happened', 'oh', 'yeah')",1
"('prior', 'well', 'laying')",1
"('morning', 'prior', 'well')",1
"('prior', 'morning', 'prior')",1
"('morning', 'prior', 'morning')",1
"('yeah', 'morning', 'prior')",1
"('times', 'yeah', 'morning')",1
"('times', 'yeah', 'oh')",1
"('keep', 'happened', 'oh')",1
"('doesnt', 'power', 'blow')",1
"('know', 'keep', 'happened')",1
"('power', 'know', 'keep')",1
"('doesnt', 'power', 'know')",1
"('know', 'doesnt', 'power')",1
"('lays', 'know', 'doesnt')",1
"('not', 'lays', 'know')",1
"('can', 'not', 'lays')",1
"('well', 'laying', 'bed')",1
"('laying', 'bed', 'would')",1
"('bed', 'would', 'come')",1
"('would', 'come', 'kitchen')",1
"('breathe', 'take', 'know')",1
"('not', 'breathe', 'take')",1
"('said', 'can', 'not')",1
"('finding', 'said', 'can')",1
"('part', 'finding', 'said')",1
"('eb', 'part', 'finding')",1
"('keep', 'eb', 'part')",1
"('would', 'keep', 'eb')",1
"('back', 'would', 'keep')",1
"('went', 'back', 'would')",1
"('bit', 'went', 'back')",1
"('little', 'bit', 'went')",1
"('sit', 'little', 'bit')",1
"('kitchen', 'sit', 'little')",1
"('come', 'kitchen', 'sit')",1
"('speak', 'can', 'not')",1
"('make', 'speak', 'can')",1
"('trying', 'make', 'speak')",1
"('felt', 'really', 'really')",1
"('sentences', 'well', 'felt')",1
"('yes', 'okay', 'talk')",1
"('use', 'yes', 'yes')",1
"('try', 'use', 'yes')",1
"('think', 'try', 'use')",1
"('really', 'think', 'try')",1
"('helping', 'dont', 'really')",1
"('thing', 'helping', 'dont')",1
"('look', 'thing', 'helping')",1
"('doesnt', 'look', 'thing')",1
"('thank', 'know', 'doesnt')",1
"('yes', 'thank', 'know')",1
"('inhaler', 'yes', 'thank')",1
"('alright', 'inhaler', 'yes')",1
"('byebye', 'alright', 'inhaler')",1
"('well', 'felt', 'really')",1
"('really', 'really', 'really')",1
"('know', 'trying', 'make')",1
"('really', 'really', 'asking')",1
"('difference', 'know', 'trying')",1
"('making', 'difference', 'know')",1
"('breathe', 'making', 'difference')",1
"('help', 'breathe', 'making')",1
"('sit', 'help', 'breathe')",1
"('people', 'sit', 'help')",1
"('fuel', 'people', 'sit')",1
"('know', 'fuel', 'people')",1
"('situation', 'know', 'fuel')",1
"('anything', 'situation', 'know')",1
"('doesnt', 'anything', 'situation')",1
"('know', 'doesnt', 'anything')",1
"('question', 'know', 'doesnt')",1
"('asking', 'question', 'know')",1
"('really', 'asking', 'question')",1
"('take', 'know', 'normal')",1
"('know', 'normal', 'thing')",1
"('normal', 'thing', 'history')",1
"('say', 'maybe', 'two')",1
"('think', 'ask', 'would')",1
"('well', 'think', 'ask')",1
"('time', 'well', 'think')",1
"('period', 'time', 'well')",1
"('first', 'period', 'time')",1
"('hospitalized', 'first', 'period')",1
"('recently', 'hospitalized', 'first')",1
"('oxygen', 'yes', 'okay')",1
"('okay', 'oxygen', 'yes')",1
"('half', 'okay', 'oxygen')",1
"('ate', 'half', 'okay')",1
"('drink', 'ate', 'half')",1
"('least', 'drink', 'ate')",1
"('soup', 'least', 'drink')",1
"('mashed', 'soup', 'least')",1
"('ask', 'would', 'say')",1
"('weeks', 'ago', 'almost')",1
"('made', 'soup', 'mashed')",1
"('ago', 'almost', 'two')",1
"('changes', 'let', 'medics')",1
"('watch', 'changes', 'let')",1
"('changes', 'yeah', 'yeah')",1
"('watch', 'changes', 'yeah')",1
"('comfortable', 'yeah', 'yeah')",1
"('rest', 'comfortable', 'yeah')",1
"('route', 'try', 'rest')",1
"('dispatched', 'theyre', 'en')",1
"('theyre', 'dispatched', 'theyre')",1
"('well', 'theyre', 'dispatched')",1
"('diabetic', 'well', 'theyre')",1
"('heart', 'diabetic', 'well')",1
"('weeks', 'heart', 'diabetic')",1
"('two', 'weeks', 'heart')",1
"('almost', 'two', 'weeks')",1
"('soup', 'mashed', 'soup')",1
"('eat', 'made', 'soup')",1
"('thing', 'history', 'heart')",1
"('following', 'type', 'asthma')",1
"('hard', 'times', 'following')",1
"('harder', 'hard', 'times')",1
"('bit', 'harder', 'hard')",1
"('little', 'bit', 'harder')",1
"('something', 'little', 'bit')",1
"('drawing', 'something', 'little')",1
"('hes', 'drawing', 'something')",1
"('well', 'hes', 'drawing')",1
"('swallowing', 'well', 'hes')",1
"('time', 'swallowing', 'well')",1
"('maker', 'alright', 'drooling')",1
"('press', 'maker', 'alright')",1
"('maker', 'well', 'press')",1
"('press', 'maker', 'well')",1
"('problems', 'well', 'press')",1
"('times', 'following', 'type')",1
"('type', 'asthma', 'medication')",1
"('want', 'eat', 'made')",1
"('surgical', 'history', 'start')",1
"('weak', 'doesnt', 'want')",1
"('hes', 'weak', 'doesnt')",1
"('fever', 'hes', 'weak')",1
"('starts', 'fever', 'hes')",1
"('sudden', 'starts', 'fever')",1
"('woods', 'sudden', 'starts')",1
"('know', 'woods', 'sudden')",1
"('thought', 'know', 'woods')",1
"('solved', 'thought', 'know')",1
"('problem', 'solved', 'thought')",1
"('neurotic', 'problem', 'solved')",1
"('problems', 'neurotic', 'problem')",1
"('kidney', 'problems', 'neurotic')",1
"('start', 'kidney', 'problems')",1
"('history', 'start', 'kidney')",1
"('time', 'byebye', 'alright')",1
"('next', 'time', 'byebye')",1
"('fine', 'see', 'next')",1
"('try', 'keep', 'husband')",1
"('marked', 'wrapped', 'try')",1
"('medics', 'marked', 'wrapped')",1
"('suzanne', 'medics', 'marked')",1
"('well', 'suzanne', 'medics')",1
"('right', 'well', 'suzanne')",1
"('doses', 'okay', 'perfect')",1
"('second', 'doses', 'okay')",1
"('first', 'second', 'doses')",1
"('vaccine', 'first', 'second')",1
"('got', 'vaccine', 'first')",1
"('covid', 'got', 'vaccine')",1
"('never', 'covid', 'got')",1
"('well', 'never', 'covid')",1
"('symptoms', 'well', 'never')",1
"('pandemic', 'anyone', 'showing')",1
"('wrapped', 'try', 'keep')",1
"('keep', 'husband', 'comfortable')",1
"('question', 'everything', 'pandemic')",1
"('husband', 'comfortable', 'okay')",1
"('susana', 'kest', 'live')",1
"('name', 'susana', 'kest')",1
"('hi', 'name', 'susana')",1
"('bye', 'like', 'film')",1
"('welcome', 'bye', 'like')",1
"('okay', 'keep', 'use')",1
"('shortly', 'okay', 'keep')",1
"('allowed', 'keep', 'use')",1
"('inhaler', 'allowed', 'keep')",1
"('instructions', 'inhaler', 'allowed')",1
"('like', 'instructions', 'inhaler')",1
"('anything', 'like', 'instructions')",1
"('anymore', 'anything', 'like')",1
"('talk', 'anymore', 'anything')",1
"('okay', 'dont', 'exert')",1
"('everything', 'pandemic', 'anyone')",1
"('last', 'question', 'everything')",1
"('live', '79', 'rock')",1
"('managing', 'breathing', 'never')",1
"('kidney', 'failure', 'managing')",1
"('failure', 'kidney', 'failure')",1
"('heart', 'failure', 'kidney')",1
"('oh', 'heart', 'failure')",1
"('problems', 'oh', 'heart')",1
"('heart', 'problems', 'oh')",1
"('um', 'heart', 'problems')",1
"('okay', 'um', 'heart')",1
"('know', 'okay', 'um')",1
"('blow', 'know', 'okay')",1
"('blow', 'blow', 'know')",1
"('get', 'blow', 'blow')",1
"('trying', 'get', 'blow')",1
"('blow', 'trying', 'get')",1
"('power', 'blow', 'trying')",1
"('failure', 'managing', 'breathing')",1
"('breathing', 'never', 'gets')",1
"('um', 'last', 'question')",1
"('never', 'gets', 'better')",1
"('tell', 'um', 'last')",1
"('swallowing', 'tell', 'um')",1
"('time', 'swallowing', 'tell')",1
"('youre', 'hard', 'time')",1
"('alright', 'youre', 'hard')",1
"('sailors', 'alright', 'youre')",1
"('three', 'sailors', 'alright')",1
"('copd', 'three', 'sailors')",1
"('asthma', 'copd', 'three')",1
"('doesnt', 'asthma', 'copd')",1
"('asthma', 'doesnt', 'asthma')",1
"('medication', 'asthma', 'doesnt')",1
"('medication', 'medication', 'asthma')",1
"('better', 'okay', 'take')",1
"('gets', 'better', 'okay')",1
"('kest', 'live', '79')",1
"('creek', 'drive', 'husband')",1
"('ago', 'fine', 'see')",1
"('breathe', 'well', 'well')",1
"('fever', 'hurting', 'breathe')",1
"('said', 'fever', 'hurting')",1
"('know', 'said', 'fever')",1
"('wait', 'okay', 'know')",1
"('door', 'wait', 'okay')",1
"('wait', 'well', 'im')",1
"('door', 'wait', 'well')",1
"('well', 'well', 'im')",1
"('come', 'well', 'well')",1
"('medics', 'come', 'well')",1
"('63', 'door', 'unlocked')",1
"('63', '63', 'door')",1
"('old', '63', '63')",1
"('okay', 'old', '63')",1
"('shallow', 'okay', 'old')",1
"('hurting', 'breathe', 'well')",1
"('well', 'well', 'doesnt')",1
"('hes', 'breathing', 'shallow')",1
"('well', 'doesnt', 'mean')",1
"('days', 'ago', 'fine')",1
"('bathroom', 'two', 'days')",1
"('come', 'bathroom', 'two')",1
"('even', 'come', 'bathroom')",1
"('not', 'even', 'come')",1
"('fine', 'can', 'not')",1
"('im', 'fine', 'can')",1
"('say', 'im', 'fine')",1
"('asking', 'say', 'im')",1
"('whatever', 'asking', 'say')",1
"('tell', 'whatever', 'asking')",1
"('not', 'tell', 'whatever')",1
"('can', 'not', 'tell')",1
"('mean', 'can', 'not')",1
"('doesnt', 'mean', 'can')",1
"('breathing', 'shallow', 'okay')",1
"('bear', 'yeah', 'hes')",1
"('drive', 'husband', 'fever')",1
"('drive', 'yes', 'thats')",1
"('gave', '79', 'rock')",1
"('address', 'gave', '79')",1
"('verify', 'address', 'gave')",1
"('emergency', 'want', 'verify')",1
"('call', 'emergency', 'want')",1
"('walk', 'call', 'emergency')",1
"('even', 'walk', 'call')",1
"('not', 'even', 'walk')",1
"('emergency', 'can', 'not')",1
"('take', 'emergency', 'can')",1
"('lethargic', 'take', 'emergency')",1
"('oxygen', 'lethargic', 'take')",1
"('low', 'oxygen', 'lethargic')",1
"('fever', 'low', 'oxygen')",1
"('husband', 'fever', 'low')",1
"('creek', 'drive', 'yes')",1
"('whats', 'name', 'say')",1
"('without', 'bear', 'yeah')",1
"('name', 'say', 'next')",1
"('steps', 'without', 'bear')",1
"('three', 'steps', 'without')",1
"('go', 'three', 'steps')",1
"('not', 'go', 'three')",1
"('conscious', 'can', 'not')",1
"('hes', 'conscious', 'can')",1
"('well', 'hes', 'conscious')",1
"('well', 'well', 'hes')",1
"('breathing', 'right', 'well')",1
"('9374079091', 'hes', 'conscious')",1
"('calling', '9374079091', 'hes')",1
"('number', 'calling', '9374079091')",1
"('year', 'alright', 'phone')",1
"('next', 'year', 'alright')",1
"('say', 'next', 'year')",1
"('mostly', 'tuning', 'please')",1
"('tuning', 'please', 'question')",1
"('please', 'question', 'mine')",1
"('right', 'grandma', 'yeah')",1
"('roof', 'water', '54')",1
"('water', 'roof', 'water')",1
"('partner', 'water', 'roof')",1
"('vanessa', 'partner', 'water')",1
"('old', 'vanessa', 'partner')",1
"('know', 'old', 'vanessa')",1
"('grandma', 'yeah', 'okay')",1
"('okay', 'right', 'grandma')",1
"('like', 'oxygen', 'tank')",1
"('cant', 'breathe', 'right')",1
"('covid', 'cant', 'breathe')",1
"('grandma', 'covid', 'cant')",1
"('vanessa', 'grandma', 'covid')",1
"('going', 'vanessa', 'grandma')",1
"('whats', 'going', 'vanessa')",1
"('6148225999', 'okay', 'whats')",1
"('water', '54', 'shes')",1
"('54', 'shes', '54')",1
"('shes', '54', 'awake')",1
"('54', 'awake', 'yeah')",1
"('vanessa', 'know', 'hurts')",1
"('breathe', 'vanessa', 'know')",1
"('hurt', 'breathe', 'vanessa')",1
"('byebye', 'short', 'breath')",1
"('yes', 'byebye', 'short')",1
"('correct', 'yes', 'byebye')",1
"('positive', 'correct', 'yes')",1
"('tested', 'positive', 'correct')",1
"('okay', 'said', 'tested')",1
"('guys', 'okay', 'said')",1
"('medics', 'guys', 'okay')",1
"('waste', 'okay', 'partners')",1
"('shes', 'waste', 'okay')",1
"('yeah', 'shes', 'waste')",1
"('awake', 'yeah', 'shes')",1
"('called', '6148225999', 'okay')",1
"('number', 'called', '6148225999')",1
"('vanessa', 'whats', 'phone')",1
"('like', 'medics', 'pulling')",1
"('everything', 'okay', 'looks')",1
"('tell', 'everything', 'okay')",1
"('one', 'tell', 'everything')",1
"('cant', 'one', 'tell')",1
"('things', 'cant', 'one')",1
"('shes', 'things', 'cant')",1
"('heart', 'shes', 'things')",1
"('lungs', 'heart', 'shes')",1
"('failure', 'lungs', 'heart')",1
"('shes', 'failure', 'lungs')",1
"('diane', 'shes', 'failure')",1
"('actually', 'diane', 'shes')",1
"('know', 'actually', 'diane')",1
"('close', 'know', 'actually')",1
"('shes', 'close', 'know')",1
"('looks', 'like', 'medics')",1
"('medics', 'pulling', 'guys')",1
"('vanessa', 'vanessa', 'whats')",1
"('pulling', 'guys', 'able')",1
"('name', 'vanessa', 'vanessa')",1
"('whats', 'name', 'vanessa')",1
"('24', 'okay', 'whats')",1
"('law', '24', 'okay')",1
"('road', 'law', '24')",1
"('sunbury', 'road', 'law')",1
"('emergency', '510', 'sunbury')",1
"('address', 'emergency', '510')",1
"('go', 'talk', 'okay')",1
"('let', 'go', 'talk')",1
"('see', 'okay', 'ill')",1
"('yes', 'see', 'okay')",1
"('mask', 'yes', 'see')",1
"('put', 'mask', 'yes')",1
"('guys', 'able', 'put')",1
"('know', 'hurts', 'breathes')",1
"('hurts', 'breathes', 'hurt')",1
"('breathes', 'hurt', 'youre')",1
"('covid', 'vanessa', 'okay')",1
"('ago', 'hospital', 'okay')",1
"('days', 'ago', 'hospital')",1
"('fight', 'couple', 'days')",1
"('restrained', 'fight', 'couple')",1
"('fight', 'dead', 'rights')",1
"('restrained', 'fight', 'dead')",1
"('thank', 'dead', 'rights')",1
"('anything', 'thank', 'dead')",1
"('recently', 'anything', 'thank')",1
"('sitting', 'okay', 'hospitalized')",1
"('laying', 'shes', 'sitting')",1
"('like', 'laying', 'shes')",1
"('vanessa', 'like', 'laying')",1
"('right', 'vanessa', 'like')",1
"('sitting', 'right', 'vanessa')",1
"('hospital', 'okay', 'covid')",1
"('vanessa', 'okay', 'covid')",1
"('yeah', 'okay', 'sitting')",1
"('covid', 'vanessa', 'yeah')",1
"('oxygen', 'vanessa', 'like')",1
"('use', 'oxygen', 'vanessa')",1
"('works', 'use', 'oxygen')",1
"('okay', 'works', 'use')",1
"('right', 'okay', 'works')",1
"('porch', 'right', 'okay')",1
"('getting', 'porch', 'right')",1
"('im', 'getting', 'porch')",1
"('unlocked', 'yeah', 'okay')",1
"('route', 'guys', 'front')",1
"('yeah', 'medics', 'already')",1
"('thursday', 'yeah', 'medics')",1
"('said', 'thursday', 'yeah')",1
"('yeah', 'said', 'thursday')",1
"('vanessa', 'yeah', 'said')",1
"('okay', 'sitting', 'right')",1
"('happened', 'yeah', 'okay')",1
"('hurt', 'youre', 'talking')",1
"('elizabeth', 'rounded', '3')",1
"('pain', 'thank', 'elizabeth')",1
"('right', 'pain', 'thank')",1
"('problems', 'right', 'pain')",1
"('vanessa', 'problems', 'right')",1
"('breathing', 'vanessa', 'problems')",1
"('trouble', 'breathing', 'vanessa')",1
"('besides', 'trouble', 'breathing')",1
"('responding', 'besides', 'trouble')",1
"('trouble', 'responding', 'besides')",1
"('bit', 'trouble', 'responding')",1
"('speak', 'bit', 'trouble')",1
"('appropriately', 'speak', 'bit')",1
"('able', 'speak', 'respond')",1
"('talking', 'yeah', 'okay')",1
"('youre', 'talking', 'yeah')",1
"('thank', 'elizabeth', 'rounded')",1
"('rounded', '3', '4')",1
"('yeah', 'happened', 'yeah')",1
"('3', '4', 'shes')",1
"('fun', 'yeah', 'happened')",1
"('lot', 'fun', 'yeah')",1
"('know', 'lot', 'fun')",1
"('issue', 'know', 'lot')",1
"('ever', 'issue', 'know')",1
"('byebye', 'ever', 'issue')",1
"('okay', 'byebye', 'ever')",1
"('guys', 'thats', 'okay')",1
"('route', 'guys', 'thats')",1
"('thank', 'medics', 'already')",1
"('lot', 'thank', 'medics')",1
"('hurt', 'lot', 'thank')",1
"('nauseous', 'hurt', 'lot')",1
"('shes', 'nauseous', 'hurt')",1
"('4', 'shes', 'nauseous')",1
"('know', 'shes', 'close')",1
"('history', 'know', 'shes')",1
"('whole', 'history', 'know')",1
"('like', 'retirement', 'chair')",1
"('completely', 'shes', 'like')",1
"('sit', 'completely', 'shes')",1
"('hard', 'sit', 'completely')",1
"('busy', 'hard', 'sit')",1
"('feels', 'busy', 'hard')",1
"('says', 'feels', 'busy')",1
"('set', 'says', 'feels')",1
"('get', 'set', 'says')",1
"('trying', 'get', 'set')",1
"('weve', 'trying', 'get')",1
"('help', 'weve', 'trying')",1
"('breathe', 'help', 'weve')",1
"('move', 'alright', 'sit')",1
"('barely', 'move', 'alright')",1
"('move', 'fact', 'shes')",1
"('shes', 'like', 'retirement')",1
"('retirement', 'chair', 'okay')",1
"('right', 'fact', 'shes')",1
"('chair', 'okay', 'shes')",1
"('like', 'okay', 'woke')",1
"('feel', 'like', 'okay')",1
"('started', 'feel', 'like')",1
"('time', 'started', 'feel')",1
"('ok', 'time', 'started')",1
"('started', 'ok', 'time')",1
"('kind', 'started', 'ok')",1
"('sure', 'kind', 'started')",1
"('problem', 'im', 'sure')",1
"('ever', 'problem', 'im')",1
"('get', 'way', 'ever')",1
"('try', 'get', 'way')",1
"('time', 'try', 'get')",1
"('shes', 'time', 'try')",1
"('okay', 'shes', 'time')",1
"('barely', 'move', 'fact')",1
"('going', 'right', 'fact')",1
"('woke', 'trying', 'adjust')",1
"('inhaler', 'inhaler', 'want')",1
"('en', 'route', 'inhaler')",1
"('well', 'theyre', 'en')",1
"('hurry', 'ok', 'well')",1
"('didnt', 'hurry', 'ok')",1
"('absolutely', 'didnt', 'hurry')",1
"('breath', 'absolutely', 'didnt')",1
"('shortnicked', 'breath', 'absolutely')",1
"('good', 'shortnicked', 'breath')",1
"('absolutely', 'good', 'shortnicked')",1
"('yeah', 'absolutely', 'good')",1
"('breathe', 'yeah', 'absolutely')",1
"('okay', 'okay', 'hurt')",1
"('time', 'time', 'yes')",1
"('oxygen', 'time', 'time')",1
"('wear', 'oxygen', 'time')",1
"('route', 'inhaler', 'inhaler')",1
"('inhaler', 'want', 'try')",1
"('yell', 'problems', 'going')",1
"('want', 'try', 'inhaler')",1
"('hearing', 'yell', 'problems')",1
"('hard', 'hearing', 'yell')",1
"('shes', 'hard', 'hearing')",1
"('taylor', 'shes', 'hard')",1
"('day', 'taylor', 'shes')",1
"('okay', 'day', 'taylor')",1
"('right', 'okay', 'day')",1
"('speaking', 'right', 'okay')",1
"('shes', 'speaking', 'right')",1
"('okay', 'shes', 'speaking')",1
"('sentences', 'okay', 'shes')",1
"('speak', 'okay', 'able')",1
"('used', 'shes', 'able')",1
"('inhaler', 'used', 'shes')",1
"('try', 'inhaler', 'used')",1
"('okay', 'woke', 'trying')",1
"('trying', 'adjust', 'chair')",1
"('know', 'whole', 'history')",1
"('swallowing', 'gets', 'food')",1
"('swallowing', 'yes', 'heart')",1
"('problems', 'yes', 'heart')",1
"('chair', 'okay', 'history')",1
"('staying', 'chair', 'okay')",1
"('keep', 'staying', 'chair')",1
"('trying', 'keep', 'staying')",1
"('bed', 'trying', 'keep')",1
"('get', 'bed', 'trying')",1
"('sometimes', 'get', 'bed')",1
"('home', 'sometimes', 'get')",1
"('stays', 'home', 'sometimes')",1
"('anywhere', 'stays', 'home')",1
"('go', 'anywhere', 'stays')",1
"('like', 'doesnt', 'go')",1
"('like', 'like', 'doesnt')",1
"('time', 'swallowing', 'gets')",1
"('gets', 'food', 'okay')",1
"('recent', 'travel', 'like')",1
"('food', 'okay', 'asthma')",1
"('sure', 'dont', 'know')",1
"('im', 'sure', 'dont')",1
"('next', 'time', 'im')",1
"('get', 'well', 'see')",1
"('know', 'get', 'well')",1
"('history', 'know', 'get')",1
"('surgical', 'history', 'know')",1
"('thank', 'alright', 'medical')",1
"('say', 'thank', 'alright')",1
"('would', 'say', 'thank')",1
"('nebulizer', 'okay', 'would')",1
"('thats', 'nebulizer', 'okay')",1
"('um', 'thats', 'nebulizer')",1
"('medication', 'um', 'thats')",1
"('asthma', 'medication', 'um')",1
"('travel', 'like', 'like')",1
"('ready', 'extended', 'period')",1
"('adjust', 'chair', 'starts')",1
"('hospitalized', 'know', 'know')",1
"('legs', 'hasnt', 'hospitalized')",1
"('broken', 'legs', 'hasnt')",1
"('ever', 'okay', 'hospitalized')",1
"('ok', 'ever', 'okay')",1
"('anxiety', 'ok', 'ever')",1
"('little', 'anxiety', 'ok')",1
"('felt', 'little', 'anxiety')",1
"('kind', 'felt', 'little')",1
