,Bigram,Frequency
3277,"('go', 'ankle')",4
3278,"('time', 'would')",4
3279,"('drink', 'let')",4
3280,"('fountain', 'avenue')",4
3281,"('pardon', 'whats')",4
3282,"('know', 'hard')",4
3283,"('put', 'speaker')",4
3284,"('long', 'shes')",4
3285,"('um', 'right')",4
3286,"('na', 'dispatch')",4
3287,"('know', 'baby')",4
3288,"('keep', 'position')",4
3289,"('hes', 'extremely')",4
3290,"('bremar', 'drive')",4
3291,"('getting', 'chair')",4
3292,"('needs', 'assistance')",4
3293,"('know', 'give')",4
3294,"('43065', 'okay')",4
3295,"('right', 'hold')",4
3296,"('unlock', 'yet')",4
3297,"('well', 'going')",4
3298,"('applegate', 'lane')",4
3299,"('493', 'applegate')",4
3300,"('much', 'better')",4
3301,"('right', 'perfect')",4
3302,"('ahead', 'use')",4
3303,"('need', 'sit')",4
3304,"('breathing', 'said')",4
3305,"('time', 'recently')",4
3306,"('talk', 'correct')",4
3307,"('going', 'son')",4
3308,"('second', 'let')",4
3309,"('drive', 'dont')",4
3310,"('youre', 'trouble')",4
3311,"('second', 'one')",4
3312,"('cant', 'keep')",4
3313,"('go', 'know')",4
3314,"('think', 'went')",4
3315,"('behind', 'right')",4
3316,"('going', 'tell')",4
3317,"('hes', '24')",4
3318,"('going', 'unlock')",4
3319,"('access', 'keys')",4
3320,"('hearts', 'going')",4
3321,"('hes', 'bedroom')",4
3322,"('right', 'home')",4
3323,"('okay', 'seeing')",4
3324,"('sick', 'okay')",4
3325,"('said', 'difficulty')",4
3326,"('john', 'hurry')",4
3327,"('know', 'also')",4
3328,"('weapons', 'access')",4
3329,"('took', 'hurt')",4
3330,"('sure', 'right')",4
3331,"('yeah', 'probably')",4
3332,"('think', 'hell')",4
3333,"('police', 'okay')",4
3334,"('top', 'lungs')",4
3335,"('screaming', 'top')",4
3336,"('drug', 'addict')",4
3337,"('hes', 'drug')",4
3338,"('bare', 'weight')",4
3339,"('way', 'hes')",4
3340,"('knee', 'left')",4
3341,"('left', 'ankle')",4
3342,"('hello', 'oh')",4
3343,"('uh', 'think')",4
3344,"('1840', 'columbus')",4
3345,"('keep', 'breathing')",4
3346,"('old', '68')",4
3347,"('going', 'next')",4
3348,"('yep', 'thank')",4
3349,"('changes', 'condition')",4
3350,"('outside', 'country')",4
3351,"('right', 'yep')",4
3352,"('na', 'keep')",4
3353,"('trying', 'figure')",4
3354,"('huh', 'okay')",4
3355,"('got', 'stomach')",4
3356,"('breathe', 'thank')",4
3357,"('understand', 'im')",4
3358,"('big', 'boy')",4
3359,"('youre', 'fucking')",4
3360,"('get', 'youre')",4
3361,"('good', 'im')",4
3362,"('leave', 'im')",4
3363,"('good', 'girl')",4
3364,"('alrighty', 'like')",4
3365,"('yeah', 'might')",4
3366,"('hes', 'complaining')",4
3367,"('partner', 'got')",4
3368,"('back', 'home')",4
3369,"('car', 'hes')",4
3370,"('know', 'let')",4
3371,"('210', 'west')",4
3372,"('third', 'okay')",4
3373,"('40', '60')",4
3374,"('way', 'youre')",4
3375,"('dose', 'narcan')",4
3376,"('ahead', 'hang')",4
3377,"('family', 'pets')",4
3378,"('im', 'putting')",4
3379,"('right', 'able')",4
3380,"('know', 'came')",4
3381,"('got', 'two')",4
3382,"('tonight', 'okay')",4
3383,"('got', 'nothing')",4
3384,"('police', 'department')",4
3385,"('im', 'losing')",4
3386,"('violent', 'okay')",4
3387,"('hello', 'yes')",4
3388,"('better', 'hes')",4
3389,"('terrible', 'pain')",4
3390,"('hell', 'go')",4
3391,"('shorter', 'breaths')",4
3392,"('questions', 'real')",4
3393,"('going', 'uh')",4
3394,"('anybody', 'suffering')",4
3395,"('know', 'help')",4
3396,"('address', 'address')",4
3397,"('emergency', 'think')",4
3398,"('yeah', 'two')",4
3399,"('probably', 'like')",4
3400,"('probably', 'two')",4
3401,"('like', 'probably')",4
3402,"('consciousness', 'dont')",4
3403,"('coming', 'im')",4
3404,"('real', 'hot')",4
3405,"('slipped', 'ice')",4
3406,"('said', 'couldnt')",4
3407,"('seven', 'years')",4
3408,"('avenue', 'need')",4
3409,"('say', 'oh')",4
3410,"('yeah', 'say')",4
3411,"('fever', 'anything')",4
3412,"('old', '73')",4
3413,"('mccleary', 'phone')",4
3414,"('mary', 'mccleary')",4
3415,"('days', 'cant')",4
3416,"('fell', 'got')",4
3417,"('shes', 'floor')",4
3418,"('couldnt', 'even')",4
3419,"('issues', 'okay')",4
3420,"('28', 'persons')",4
3421,"('parsons', 'avenue')",4
3422,"('28', 'parsons')",4
3423,"('breathe', 'dont')",4
3424,"('bank', 'road')",4
3425,"('red', 'bank')",4
3426,"('go', 'sit')",4
3427,"('phone', 'well')",4
3428,"('well', 'shortly')",4
3429,"('sure', 'let')",4
3430,"('probably', 'cant')",4
3431,"('stay', 'okay')",4
3432,"('way', 'think')",4
3433,"('calling', 'cell')",4
3434,"('said', 'way')",4
3435,"('already', 'headed')",4
3436,"('would', 'start')",4
3437,"('ahead', 'put')",4
3438,"('ok', 'go')",4
3439,"('yeah', 'looks')",4
3440,"('eye', 'shortly')",4
3441,"('history', 'uh')",4
3442,"('sitting', 'wasnt')",4
3443,"('trouble', 'walking')",4
3444,"('symptoms', 'today')",4
3445,"('ashley', 'ohio')",4
3446,"('road', 'ashley')",4
3447,"('ashley', 'road')",4
3448,"('445', 'ashley')",4
3449,"('want', 'hang')",4
3450,"('somethings', 'wrong')",4
3451,"('hospital', 'couple')",4
3452,"('problem', 'yes')",4
3453,"('quarantine', 'either')",4
3454,"('drive', 'correct')",4
3455,"('rock', 'drive')",4
3456,"('going', 'hang')",4
3457,"('na', 'come')",4
3458,"('hearing', 'screaming')",4
3459,"('standing', 'outside')",4
3460,"('please', 'talk')",4
3461,"('thank', 'mmhmm')",4
3462,"('couple', 'quick')",4
3463,"('symptoms', 'started')",4
3464,"('medications', 'take')",4
3465,"('oh', 'nothing')",4
3466,"('street', 'anything')",4
3467,"('shes', 'pretty')",4
3468,"('109', 'parkwood')",4
3469,"('shes', 'difficulty')",4
3470,"('order', 'quarantine')",4
3471,"('started', 'im')",4
3472,"('anybody', 'okay')",4
3473,"('hang', 'youre')",4
3474,"('tested', 'negative')",4
3475,"('yeah', 'really')",4
3476,"('ive', 'gotten')",4
3477,"('weird', 'noises')",4
3478,"('making', 'weird')",4
3479,"('thing', 'ive')",4
3480,"('damn', 'thing')",4
3481,"('cant', 'describe')",4
3482,"('think', 'mean')",4
3483,"('staph', 'infection')",4
3484,"('gave', 'narcan')",4
3485,"('guys', 'couple')",4
3486,"('banged', 'banged')",4
3487,"('bathroom', 'door')",4
3488,"('drive', 'im')",4
3489,"('83', 'georgetown')",4
3490,"('old', '80')",4
3491,"('started', 'last')",4
3492,"('left', 'leg')",4
3493,"('fell', 'yes')",4
3494,"('staphon', 'section')",4
3495,"('okay', 'since')",4
3496,"('thats', 'marking')",4
3497,"('calling', 'police')",4
3498,"('ready', 'surgery')",4
3499,"('hes', 'become')",4
3500,"('social', 'services')",4
3501,"('hes', 'hitting')",4
3502,"('alright', 'already')",4
3503,"('pickup', 'truck')",4
3504,"('vehicle', 'hes')",4
3505,"('safe', 'anymore')",4
3506,"('residence', 'im')",4
3507,"('call', 'like')",4
3508,"('hes', 'leaving')",4
3509,"('mount', 'royal')",4
3510,"('thats', 'looks')",4
3511,"('okay', 'vomited')",4
3512,"('weapons', 'okay')",4
3513,"('first', 'thing')",4
3514,"('chance', 'okay')",4
3515,"('whole', 'entire')",4
3516,"('sentences', 'yeah')",4
3517,"('could', 'tried')",4
3518,"('2', 'okay')",4
3519,"('takes', 'daily')",4
3520,"('havent', 'tried')",4
3521,"('experiencing', 'problems')",4
3522,"('move', 'unless')",4
3523,"('sorry', 'problem')",4
3524,"('fine', 'well')",4
3525,"('officer', 'know')",4
3526,"('let', 'officer')",4
3527,"('current', 'location')",4
3528,"('around', 'guys')",4
3529,"('problems', 'drooling')",4
3530,"('oh', 'shit')",4
3531,"('right', 'trouble')",4
3532,"('dont', 'say')",4
3533,"('hasnt', 'eaten')",4
3534,"('tomorrow', 'morning')",4
3535,"('covid', 'dont')",4
3536,"('talking', 'right')",4
3537,"('hes', 'calling')",4
3538,"('became', 'short')",4
3539,"('calm', 'stay')",4
3540,"('telling', 'exactly')",4
3541,"('dehydrated', 'hes')",4
3542,"('said', 'd1')",4
3543,"('wife', 'said')",4
3544,"('shes', 'yes')",4
3545,"('49', 'north')",4
3546,"('either', 'drink')",4
3547,"('42', 'south')",4
3548,"('us', '42')",4
3549,"('sorry', 'last')",4
3550,"('shes', 'ground')",4
3551,"('road', 'north')",4
3552,"('shes', 'front')",4
3553,"('want', 'use')",4
3554,"('fever', 'confusion')",4
3555,"('end', 'okay')",4
3556,"('im', 'used')",4
3557,"('fine', 'thats')",4
3558,"('road', 'alright')",4
3559,"('ok', 'sit')",4
3560,"('dad', 'hes')",4
3561,"('city', 'delaware')",4
3562,"('anybody', 'quarantined')",4
3563,"('passed', 'away')",4
3564,"('want', 'give')",4
3565,"('got', 'whole')",4
3566,"('two', 'hours')",4
3567,"('could', 'make')",4
3568,"('didnt', 'think')",4
3569,"('anything', 'specific')",4
3570,"('sitting', 'couch')",4
3571,"('like', '10')",4
3572,"('honey', 'im')",4
3573,"('getting', 'little')",4
3574,"('one', 'im')",4
3575,"('ill', 'try')",4
3576,"('yeah', 'um')",4
3577,"('way', 'thats')",4
3578,"('maam', 'im')",4
3579,"('everything', 'said')",4
3580,"('around', 'im')",4
3581,"('hes', 'danger')",4
3582,"('number', 'um')",4
3583,"('right', 'correct')",4
3584,"('talk', 'right')",4
3585,"('really', 'loud')",4
3586,"('196', 'georgetown')",4
3587,"('protection', 'order')",4
3588,"('pain', 'got')",4
3589,"('like', 'little')",4
3590,"('got', 'cold')",4
3591,"('shes', 'cold')",4
3592,"('medications', 'could')",4
3593,"('moving', 'dont')",4
3594,"('said', 'leg')",4
3595,"('watching', 'tv')",4
3596,"('six', 'zero')",4
3597,"('fell', 'injured')",4
3598,"('residence', 'coffee')",4
3599,"('maam', 'maam')",4
3600,"('correct', 'alright')",4
3601,"('emergency', '185')",4
3602,"('cant', 'anything')",4
3603,"('home', 'hospital')",4
3604,"('coming', 'yeah')",4
3605,"('still', 'thank')",4
3606,"('911', 'alright')",4
3607,"('said', 'theres')",4
3608,"('breathing', 'issues')",4
3609,"('allow', 'anything')",4
3610,"('north', 'state')",4
3611,"('talk', 'options')",4
3612,"('lakeside', 'court')",4
3613,"('6897', 'lakeside')",4
3614,"('couldnt', 'walk')",4
3615,"('shaw', 'road')",4
3616,"('upright', 'breathe')",4
3617,"('sit', 'upright')",4
3618,"('blood', 'clots')",4
3619,"('know', 'something')",4
3620,"('start', 'way')",4
3621,"('dispatched', 'route')",4
3622,"('arm', 'elbow')",4
3623,"('okay', 'hard')",4
3624,"('weve', 'shots')",4
3625,"('going', 'back')",4
3626,"('muirwood', 'village')",4
3627,"('yet', 'shes')",4
3628,"('restraining', 'order')",4
3629,"('speak', 'son')",4
3630,"('daughters', 'across')",4
3631,"('ugh', 'ugh')",4
3632,"('back', 'pack')",4
3633,"('backpack', 'backpack')",4
3634,"('hes', 'whats')",4
3635,"('first', 'ill')",4
3636,"('check', 'first')",4
3637,"('probably', 'went')",4
3638,"('street', 'thats')",4
3639,"('went', 'daughters')",4
3640,"('5', '4')",4
3641,"('could', 'went')",4
3642,"('african', 'american')",4
3643,"('hes', 'african')",4
3644,"('weapons', 'ok')",4
3645,"('shes', 'red')",4
3646,"('oh', 'arm')",4
3647,"('really', 'little')",4
3648,"('hes', '13')",4
3649,"('car', 'accident')",4
3650,"('severe', 'back')",4
3651,"('issues', 'besides')",4
3652,"('right', 'sir')",4
3653,"('better', 'idea')",4
3654,"('tournament', 'drive')",4
3655,"('ago', 'half')",4
3656,"('phone', 'wont')",4
3657,"('swallowing', 'drooling')",4
3658,"('set', 'breathe')",4
3659,"('physician', 'directed')",4
3660,"('happened', 'keeps')",4
3661,"('911', 'see')",4
3662,"('8596', 'oak')",4
3663,"('head', 'something')",4
3664,"('phone', 'medics')",4
3665,"('something', 'change')",4
3666,"('dry', 'towel')",4
3667,"('east', 'central')",4
3668,"('901', 'whats')",4
3669,"('saying', 'doesnt')",4
3670,"('get', 'theyll')",4
3671,"('chest', 'tightness')",4
3672,"('park', 'hes')",4
3673,"('think', 'accidental')",4
3674,"('801', 'polaris')",4
3675,"('service', 'director')",4
3676,"('hes', 'car')",4
3677,"('6', 'days')",4
3678,"('oxygen', 'quite')",4
3679,"('one', 'leg')",4
3680,"('yeah', 'came')",4
3681,"('court', 'anything')",4
3682,"('transferred', 'columbus')",4
3683,"('mmm', 'mmm')",4
3684,"('park', 'right')",4
3685,"('something', 'right')",4
3686,"('walnut', 'road')",4
3687,"('big', 'walnut')",4
3688,"('god', 'thank')",4
3689,"('partners', 'phone')",4
3690,"('hes', 'big')",4
3691,"('shot', 'today')",4
3692,"('point', 'ok')",4
3693,"('yvonne', 'bernhardt')",4
3694,"('bernhardt', 'name')",4
3695,"('name', 'samantha')",4
3696,"('moving', 'forward')",4
3697,"('suggest', 'keep')",4
3698,"('okay', 'best')",4
3699,"('something', 'going')",4
3700,"('really', 'something')",4
3701,"('unless', 'really')",4
3702,"('911', 'unless')",4
3703,"('youll', 'want')",4
3704,"('forward', 'youll')",4
3705,"('policy', 'okay')",4
3706,"('trying', 'dial')",4
3707,"('anything', 'policy')",4
3708,"('come', 'youre')",4
3709,"('911', 'powell')",4
3710,"('powell', 'dial')",4
3711,"('city', 'powell')",4
3712,"('youre', 'city')",4
3713,"('unfortunately', 'since')",4
3714,"('guy', 'unfortunately')",4
3715,"('keep', 'trying')",4
3716,"('dial', '411')",4
3717,"('guy', 'lewis')",4
3718,"('get', 'knock')",4
3719,"('henderson', 'court')",4
3720,"('dower', 'court')",4
3721,"('balcony', 'look')",4
3722,"('right', 'balcony')",4
3723,"('anything', 'come')",4
3724,"('officer', 'youre')",4
3725,"('pow', 'officer')",4
3726,"('theres', 'pow')",4
3727,"('surprised', 'get')",4
3728,"('411', 'ok')",4
3729,"('dont', 'surprised')",4
3730,"('priya', 'right')",4
3731,"('thank', 'priya')",4
3732,"('suggest', 'okay')",4
3733,"('thats', 'suggest')",4
3734,"('unfortunately', 'thats')",4
3735,"('work', 'unfortunately')",4
3736,"('actually', 'work')",4
3737,"('lewis', 'dont')",4
3738,"('name', 'guy')",4
3739,"('samantha', 'please')",4
3740,"('4999', 'hawthorne')",4
3741,"('exactly', 'going')",4
3742,"('1300', 'polaris')",4
3743,"('174', 'village')",4
3744,"('run', 'circle')",4
3745,"('sweet', 'run')",4
3746,"('385', 'sweet')",4
3747,"('valley', 'drive')",4
3748,"('hawthorne', 'valley')",4
3749,"('samantha', 'oh')",4
3750,"('emergency', 'ive')",4
3751,"('cpr', 'want')",4
3752,"('phone', 'beside')",4
3753,"('hear', 'breathing')",4
3754,"('shes', 'overdosed')",4
3755,"('percocet', 'shes')",4
3756,"('eyes', 'back')",4
3757,"('breathing', 'barely')",4
3758,"('way', 'breathing')",4
3759,"('honda', 'accord')",4
3760,"('411', 'operator')",4
3761,"('11', 'okay')",4
3762,"('get', 'busy')",4
3763,"('3', '11')",4
3764,"('three', '3')",4
3765,"('golden', 'meadow')",4
3766,"('3357', 'golden')",4
3767,"('suite', '3357')",4
3768,"('okay', 'suite')",4
3769,"('911', 'doesnt')",4
3770,"('411', 'tried')",4
3771,"('services', 'call')",4
3772,"('operator', 'connects')",4
3773,"('activate', 'services')",4
3774,"('restore', 'activate')",4
3775,"('gives', 'restore')",4
3776,"('television', 'gives')",4
3777,"('lines', 'television')",4
3778,"('telephone', 'lines')",4
3779,"('matter', 'telephone')",4
3780,"('connects', 'dont')",4
3781,"('somebody', 'check')",4
3782,"('thank', 'good')",4
3783,"('sorry', 'yes')",4
3784,"('open', 'im')",4
3785,"('getting', 'really')",4
3786,"('taylor', 'taylor')",4
3787,"('226', 'lake')",4
3788,"('second', 'thank')",4
3789,"('damaging', 'property')",4
3790,"('say', 'right')",4
3791,"('im', 'old')",4
3792,"('emergency', 'well')",4
3793,"('get', 'toilet')",4
3794,"('taylor', 'need')",4
3795,"('ever', 'happen')",4
3796,"('brandy', 'keep')",4
3797,"('going', 'brandy')",4
3798,"('5', 'keep')",4
3799,"('brandy', 'youre')",4
3800,"('alright', 'dont')",4
3801,"('yeah', 'let')",4
3802,"('shes', 'normally')",4
3803,"('took', 'money')",4
3804,"('drunk', 'put')",4
3805,"('two', 'liters')",4
3806,"('whatever', 'positions')",4
3807,"('going', 'wife')",4
3808,"('well', 'long')",4
3809,"('time', 'went')",4
3810,"('wasnt', 'sure')",4
3811,"('medics', 'yes')",4
3812,"('taken', 'another')",4
3813,"('weve', 'taken')",4
3814,"('stairs', 'shes')",4
3815,"('shes', 'hurting')",4
3816,"('hands', 'listen')",4
3817,"('medic', 'dispatch')",4
3818,"('yes', 'theres')",4
3819,"('would', 'let')",4
3820,"('line', 'road')",4
3821,"('hello', 'im')",4
3822,"('speaking', 'understanding')",4
3823,"('trouble', 'speaking')",4
3824,"('feel', 'weak')",4
3825,"('upstairs', 'bedroom')",4
3826,"('oxygen', 'shes')",4
3827,"('powell', 'road')",4
3828,"('dripping', 'face')",4
3829,"('seven', 'eight')",4
3830,"('flulike', 'symptoms')",4
3831,"('yes', 'uhhuh')",4
3832,"('shes', 'eating')",4
3833,"('dale', 'ford')",4
3834,"('courage', 'court')",4
3835,"('ive', 'night')",4
3836,"('didnt', 'actually')",4
3837,"('face', 'bloody')",4
3838,"('im', 'bleeding')",4
3839,"('maple', 'street')",4
3840,"('dressed', 'emergency')",4
3841,"('whats', 'dressed')",4
3842,"('video', '911')",4
3843,"('feeling', 'ill')",4
3844,"('control', 'okay')",4
3845,"('know', 'ive')",4
3846,"('yes', 'want')",4
3847,"('alley', 'behind')",4
3848,"('right', 'start')",4
3849,"('garage', 'okay')",4
3850,"('fine', 'youre')",4
3851,"('get', 'somewhere')",4
3852,"('understand', 'whats')",4
3853,"('driveway', 'im')",4
3854,"('sitting', 'driveway')",4
3855,"('know', 'found')",4
3856,"('calm', 'dont')",4
3857,"('breath', 'ok')",4
3858,"('started', 'getting')",4
3859,"('understand', 'yeah')",4
3860,"('know', 'want')",4
3861,"('come', 'please')",4
3862,"('come', 'im')",4
3863,"('going', 'beat')",4
3864,"('think', 'emergency')",4
3865,"('health', 'okay')",4
3866,"('information', 'tag')",4
3867,"('kind', 'medical')",4
3868,"('old', 'think')",4
3869,"('find', 'yeah')",4
3870,"('dad', 'dad')",4
3871,"('bottom', 'stairs')",4
3872,"('westerville', 'okay')",4
3873,"('sandstone', 'circle')",4
3874,"('north', 'towards')",4
3875,"('injured', 'uh')",4
3876,"('anyone', 'injured')",4
3877,"('someone', 'back')",4
3878,"('happened', 'uh')",4
3879,"('possible', 'dont')",4
3880,"('friday', 'okay')",4
3881,"('drive', 'westerville')",4
3882,"('household', 'covid')",4
3883,"('alright', 'want')",4
3884,"('guess', 'thats')",4
3885,"('sitting', 'shes')",4
3886,"('okay', 'shortly')",4
3887,"('name', 'mark')",4
3888,"('know', 'medics')",4
3889,"('concrete', 'okay')",4
3890,"('death', 'emergency')",4
3891,"('ill', 'take')",4
3892,"('bloody', 'hes')",4
3893,"('yeah', 'one')",4
3894,"('name', 'chloe')",4
3895,"('ohio', 'verify')",4
3896,"('gries', 'kensinton')",4
3897,"('kensington', 'gries')",4
3898,"('ago', '249')",4
3899,"('called', 'like')",4
3900,"('place', 'couple')",4
3901,"('weve', 'place')",4
3902,"('chloe', 'tell')",4
3903,"('hospital', 'cant')",4
3904,"('mark', 'route')",4
3905,"('needs', 'get')",4
3906,"('winter', 'pine')",4
3907,"('royal', 'avenue')",4
3908,"('okay', 'correct')",4
3909,"('one', 'car')",4
3910,"('ok', 'problems')",4
3911,"('may', 'sitting')",4
3912,"('comfort', 'may')",4
3913,"('put', 'okay')",4
3914,"('want', 'one')",4
3915,"('know', 'sugar')",4
3916,"('still', 'walking')",4
3917,"('good', 'idea')",4
3918,"('know', 'didnt')",4
3919,"('know', 'hit')",4
3920,"('cant', 'feel')",4
3921,"('wrong', 'okay')",4
3922,"('ask', 'question')",4
3923,"('feeling', 'lightheaded')",4
3924,"('okay', 'symptoms')",4
3925,"('think', 'yeah')",4
3926,"('help', 'hes')",4
3927,"('beat', 'okay')",4
3928,"('behavior', 'right')",4
3929,"('yeah', 'history')",4
3930,"('injured', 'hes')",4
3931,"('thats', 'kind')",4
3932,"('appreciate', 'help')",4
3933,"('way', 'rest')",4
3934,"('breathe', 'shortness')",4
3935,"('doesnt', 'strength')",4
3936,"('ohio', 'phone')",4
3937,"('home', 'told')",4
3938,"('computer', 'house')",4
3939,"('ok', 'way')",4
3940,"('accidentally', 'happening')",4
3941,"('keep', 'accidentally')",4
3942,"('emergency', 'keep')",4
3943,"('said', 'emergency')",4
3944,"('hes', 'gotten')",4
3945,"('know', 'whether')",4
3946,"('husband', 'got')",4
3947,"('said', 'didnt')",4
3948,"('comfortable', 'get')",4
3949,"('want', 'fucking')",4
3950,"('im', 'sick')",4
3951,"('get', 'id')",4
3952,"('covid19', 'symptoms')",4
3953,"('type', 'covid19')",4
3954,"('six', 'weeks')",4
3955,"('wont', 'stop')",4
3956,"('hurting', 'dont')",4
3957,"('today', 'im')",4
3958,"('kilborn', 'road')",4
3959,"('thats', 'normal')",4
3960,"('left', 'door')",4
3961,"('much', 'yep')",4
3962,"('position', 'thats')",4
3963,"('would', 'make')",4
3964,"('okay', 'front')",4
3965,"('hes', 'good')",4
3966,"('hes', 'struggling')",4
3967,"('getting', 'bed')",4
3968,"('calling', 'uh')",4
3969,"('oh', 'sorry')",4
3970,"('clean', 'cloth')",4
3971,"('lets', 'go')",4
3972,"('watching', 'okay')",4
3973,"('get', 'son')",4
3974,"('right', 'bleeding')",4
3975,"('okay', 'nancy')",4
3976,"('name', 'nancy')",4
3977,"('let', 'guys')",4
3978,"('mask', 'theyre')",4
3979,"('floor', 'right')",4
3980,"('going', 'yes')",4
3981,"('hospital', 'week')",4
3982,"('got', 'stay')",4
3983,"('lot', '148')",4
3984,"('hes', 'throwing')",4
3985,"('driving', 'honey')",4
3986,"('baby', 'im')",4
